assignment_id,agreement,image,most_common_class,most_common_verdict,verdicts,classes,final_verdict,comment
00022bd050--63775b63c9e3e243ce8defa7,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.5949d49f-3358-4219-b719-b2d21393fce3.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775b63f63f45448524e8e4,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.23046383-e15e-4793-852b-abce5ff1ba4e.jpg,plate,yes,Counter({'yes': 3}),Counter({'plate': 3}),ACCEPT,good job
00022bd050--63775b659717e270005b3320,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.25751bf4-6629-4274-9fed-98e79ca0b04d.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775b67aabecc6bd1751e67,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.38ef3859-bb6e-4fcf-a697-8ba618cbdd40.jpg,plate,yes,Counter({'yes': 3}),Counter({'plate': 3}),ACCEPT,good job
00022bd050--63775b68db0e8f36d8e851bb,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.ffdc5665-18cf-4030-abd1-c09de3f98fe1.jpg,knife,yes,Counter({'yes': 3}),Counter({'knife': 3}),ACCEPT,good job
00022bd050--63775b6b82a8db7f5ddde5be,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.67344e6a-362e-446a-a11b-54eae7ed38f3.jpg,cup,yes,Counter({'yes': 3}),Counter({'cup': 3}),ACCEPT,good job
00022bd050--63775b6cf63f45448524e978,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.05ebd0ef-10c5-46c3-a827-36d255f2fabc.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775b6db2c0c25adcda5d5e,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.e6fb26cf-c014-488d-8671-dea09369b487.jpg,cup,yes,"Counter({'yes': 2, 'internet': 1})",Counter({'cup': 3}),ACCEPT,good job
00022bd050--63775b71148cbf49f55f12a1,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.897e75c6-e08c-499f-831c-f375c6ac5434.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775b72bb79c0321f7890ab,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.2995c5f5-cbb6-4bfa-9dc8-d6110e120f6e.jpg,plate,yes,Counter({'yes': 3}),Counter({'plate': 3}),ACCEPT,good job
00022bd050--63775b72f63f45448524e9b8,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.79a1bcbd-237e-4bac-81b5-2f81e4b52c66.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775b768408eb4b99a0189d,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.bc13d41c-f91d-4e13-b4dd-5d0d4779316d.jpg,fork,yes,Counter({'yes': 3}),Counter({'fork': 3}),ACCEPT,good job
00022bd050--63775b7919b2bc661e242fbc,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.b583419e-036a-4194-9ab9-14fe729dfa08.jpg,cup,yes,Counter({'yes': 3}),Counter({'cup': 3}),ACCEPT,good job
00022bd050--63775b7c19b2bc661e242fd5,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.8fab9c83-1737-4ed3-b910-b3076bd31155.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775b7eb1ad940367f900e1,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.1fbace5f-71e5-41cc-9c36-784b5caf11d9.jpg,plate,yes,"Counter({'yes': 2, 'internet': 1})",Counter({'plate': 3}),ACCEPT,good job
00022bd050--63775b8138b93276f2ecbf24,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.97e887be-fe96-4e14-bfad-7056419cbb1b.jpg,cup,internet,"Counter({'internet': 2, 'yes': 1})","Counter({'cup': 2, 'glass': 1})",REJECT,doesn't satisfy the requrements
00022bd050--63775b8138b93276f2ecbf2c,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.f26b7751-802b-4b90-af1f-4a9f9cc60b1b.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775b82b1ad940367f900fb,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.ff037642-327f-4038-9e21-9c09d41ec538.jpg,spoon,yes,"Counter({'yes': 2, 'other': 1})",Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775b848408eb4b99a01919,0.3333333333333333,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.6c646153-b447-4241-b12d-fbe270b3f083.jpg,plate,other,"Counter({'other': 2, 'yes': 1})","Counter({'plate': 1, 'other': 1, 'cup': 1})",REJECT,doesn't satisfy the requrements
00022bd050--63775b8647f33832e64abc23,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.b15329cb-7233-42c7-9f07-43a55153e7c9.jpg,plate,yes,Counter({'yes': 3}),Counter({'plate': 3}),ACCEPT,good job
00022bd050--63775b868897471c9a8c43b4,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.11724cde-4dbf-4c27-a338-f3d2ea8a2ea8.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775b88b88cb76558c8adf8,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.38ed4ed8-539e-43a5-a19a-9fdd85bdea1d.jpg,cup,yes,Counter({'yes': 3}),"Counter({'cup': 2, 'spoon': 1})",ACCEPT,good job
00022bd050--63775b8a8cae8c05c8201a68,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.038f12e8-b54e-437f-be08-c04a923c0d1a.jpg,cup,yes,Counter({'yes': 3}),"Counter({'cup': 2, 'spoon': 1})",ACCEPT,good job
00022bd050--63775b8bebd2c7014fdc6d1a,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.ca586bfe-bc02-4cb1-aaee-476feb872aaf.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775b8cb2c0c25adcda5efb,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.8ab8fadc-fc18-4c41-98ab-92d4efc00289.jpg,plate,yes,Counter({'yes': 3}),Counter({'plate': 3}),ACCEPT,good job
00022bd050--63775b8cb2c0c25adcda5f07,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.b943708d-40d4-49a4-8134-6abcf9f0dc0e.jpg,fork,yes,Counter({'yes': 3}),Counter({'fork': 3}),ACCEPT,good job
00022bd050--63775b8d5a4d4b776b17fea1,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.12a9bd8a-7248-4646-9c07-ea4dec9ebaac.jpg,other,internet,"Counter({'internet': 2, 'yes': 1})","Counter({'other': 2, 'plate': 1})",REJECT,doesn't satisfy the requrements
00022bd050--63775b9538b93276f2ecc0ba,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.fde76cf4-4a35-4b55-a420-51da09577ea8.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775b9982a8db7f5ddde775,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.c277fde2-59c4-4238-ad06-3de53526be70.jpg,fork,yes,Counter({'yes': 3}),Counter({'fork': 3}),ACCEPT,good job
00022bd050--63775b9a148cbf49f55f14fe,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.ef931e77-0b88-4aa2-a6f5-c7b9106635d7.jpg,cup,yes,Counter({'yes': 3}),Counter({'cup': 3}),ACCEPT,good job
00022bd050--63775b9abb79c0321f78924e,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.04cfdfb8-8b31-46dc-bda8-5a462ebaa15c.jpg,cup,yes,Counter({'yes': 3}),Counter({'cup': 3}),ACCEPT,good job
00022bd050--63775b9b47f33832e64abcb2,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.e89b3710-aa19-49e1-99f2-1c23582187d6.jpg,knife,yes,Counter({'yes': 3}),Counter({'knife': 3}),ACCEPT,good job
00022bd050--63775b9bb88cb76558c8af7c,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.915cdcb1-0f7e-4d07-8774-ea4fb5ba0a6d.jpg,glass,yes,Counter({'yes': 3}),Counter({'glass': 3}),ACCEPT,good job
00022bd050--63775b9c8ab0c64deb6c729d,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.4820177a-d2f3-4e05-ae3f-0f2cc541c1a0.jpg,plate,yes,Counter({'yes': 3}),Counter({'plate': 3}),ACCEPT,good job
00022bd050--63775ba1bdfa5861cdf6aebb,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.c69c35e3-1376-478d-8999-6d8e0d53d269.jpg,plate,yes,Counter({'yes': 3}),Counter({'plate': 3}),ACCEPT,good job
00022bd050--63775ba58ccdeb4a26d9fcae,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.0021213d-562f-486d-ac5a-b68c4bf74531.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775ba73501693ae65d7256,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.dd979e82-9711-4aa0-80ed-f5eb3c600c89.jpg,cup,yes,Counter({'yes': 3}),Counter({'cup': 3}),ACCEPT,good job
00022bd050--63775ba9bdfa5861cdf6aef1,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.88c2fb1c-9ab4-479a-9b0a-9e80b72a437d.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775bab7c35c13555f90843,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.0dd53bec-9297-4c82-a14f-1f08eb841b52.jpg,plate,yes,Counter({'yes': 3}),Counter({'plate': 3}),ACCEPT,good job
00022bd050--63775bad441f157a2a4c645b,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.72e8f503-0fd6-4463-a28d-bfcf6f56a2a3.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775bad8897471c9a8c4595,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.bdf98f00-1fcc-40df-9850-83f4710adf78.jpg,cup,yes,Counter({'yes': 3}),Counter({'cup': 3}),ACCEPT,good job
00022bd050--63775bae7798532317c1cf69,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.9bf3ef35-94f8-44d0-8027-dc7afa0dd8a3.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775baf148cbf49f55f15da,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.0b0398d5-d70e-4384-96cf-762a889629dc.jpg,glass,yes,Counter({'yes': 3}),Counter({'glass': 3}),ACCEPT,good job
00022bd050--63775bb038b93276f2ecc393,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.11ed1fb9-5767-4d35-bfa1-67840a75c7d0.jpg,cup,yes,Counter({'yes': 3}),Counter({'cup': 3}),ACCEPT,good job
00022bd050--63775bb09717e270005b3693,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.1769e52f-af64-4150-9bdf-6c92c74e8a1f.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775bb2b2c0c25adcda6068,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.d938a1c9-6198-4ef6-89e0-b8f450ed8b3b.jpg,cup,yes,Counter({'yes': 3}),Counter({'cup': 3}),ACCEPT,good job
00022bd050--63775bb3c9e3e243ce8df2a4,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.7a61b899-e347-49a9-a6a9-dc978fd17aa4.jpg,cup,yes,"Counter({'yes': 2, 'other': 1})",Counter({'cup': 3}),ACCEPT,good job
00022bd050--63775bbf8408eb4b99a01b9c,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.5453ebcf-ea41-4c52-a8a2-044c68d77572.jpg,knife,yes,Counter({'yes': 3}),Counter({'knife': 3}),ACCEPT,good job
00022bd050--63775bc0b2c0c25adcda6118,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.ed7901a7-cebc-41b6-8da1-978376a22133.jpg,knife,yes,Counter({'yes': 3}),Counter({'knife': 3}),ACCEPT,good job
00022bd050--63775bc35a4d4b776b180080,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.e9337d01-bf8e-481f-bfe6-7d9c8430ff76.jpg,cup,yes,Counter({'yes': 3}),"Counter({'cup': 2, 'glass': 1})",ACCEPT,good job
00022bd050--63775bc37adbfb533ed4dc48,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.4863fd8a-dbf9-4f91-b395-04d1768a3958.jpg,plate,yes,Counter({'yes': 3}),"Counter({'plate': 2, 'other': 1})",ACCEPT,good job
00022bd050--63775bc61d6dd41f3b9676c7,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.f076af31-9e4b-4a1e-abdb-e7e8f6fb442b.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775bc8441f157a2a4c65e1,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.b5e65830-1c51-40c2-b0b2-eff3a2715b08.jpg,knife,yes,Counter({'yes': 3}),Counter({'knife': 3}),ACCEPT,good job
00022bd050--63775bcd659b1069108acde1,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.4cff6daa-623f-46d0-a6d5-80e5adf8853c.jpg,cup,yes,Counter({'yes': 3}),Counter({'cup': 3}),ACCEPT,good job
00022bd050--63775bce8408eb4b99a01beb,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.1f6c7e00-d889-4b64-869e-a751662f6d20.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775bcebb79c0321f7894f5,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.2a979169-6459-4eed-b822-1498c3eedc30.jpg,fork,yes,Counter({'yes': 3}),Counter({'fork': 3}),ACCEPT,good job
00022bd050--63775bd27798532317c1d5ed,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.27deb8ab-e9ce-4242-bad4-86d877e76930.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775bd37c35c13555f90a65,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.95d03b14-5d5e-49b9-b66b-36b43ea1c266.jpg,cup,yes,Counter({'yes': 3}),Counter({'cup': 3}),ACCEPT,good job
00022bd050--63775bd49376542ef783308f,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.9fcaa0f2-2569-4de5-9c90-e55d430c5806.jpg,cup,yes,Counter({'yes': 3}),Counter({'cup': 3}),ACCEPT,good job
00022bd050--63775bd62e3a4b54f6121cd6,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.d01ab687-0990-4a98-97b3-98859c46d934.jpg,plate,yes,Counter({'yes': 3}),"Counter({'plate': 2, 'other': 1})",ACCEPT,good job
00022bd050--63775bd85a4d4b776b180178,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.e7b77ed4-5745-4d07-897e-22cb7b4a2bb1.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775bd93903154c8bb7c9da,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.b52014f0-7cac-4f62-ace8-3157fd1abcf2.jpg,other,other,"Counter({'other': 2, 'yes': 1})",Counter({'other': 3}),REJECT,doesn't satisfy the requrements
00022bd050--63775bd9bdfa5861cdf6b1aa,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.5ff55b9d-85c7-4897-b105-02f6d6ba0c60.jpg,other,yes,"Counter({'yes': 2, 'other': 1})","Counter({'other': 2, 'plate': 1})",REJECT,doesn't satisfy the requrements
00022bd050--63775bda2e3a4b54f6121d08,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.240b0090-8b5c-4838-bce8-d54d74d2b2d5.jpg,other,internet,"Counter({'internet': 2, 'other': 1})","Counter({'other': 2, 'plate': 1})",REJECT,doesn't satisfy the requrements
00022bd050--63775bdad23d9327ecf76d18,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.63020750-64b4-44b1-9dd7-6aa0f9249850.jpg,glass,yes,"Counter({'yes': 2, 'other': 1})","Counter({'glass': 2, 'other': 1})",ACCEPT,good job
00022bd050--63775bdf85bacb70b6707530,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.f17bca34-c891-4e36-947c-4e40461a384f.jpg,plate,yes,Counter({'yes': 3}),Counter({'plate': 3}),ACCEPT,good job
00022bd050--63775bdf9717e270005b38a1,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.b9671e75-ee81-4b99-bf49-cad8ecd63ec1.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775be17798532317c1d67d,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.5539f0fe-aa14-4feb-bc2d-c2fa43769136.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775be2db0e8f36d8e8568b,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.5409ecd8-dac0-4636-ae22-a6a49aa703ab.jpg,spoon,yes,"Counter({'yes': 2, 'other': 1})","Counter({'spoon': 2, 'other': 1})",ACCEPT,good job
00022bd050--63775be385bacb70b6707543,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.b13c6d57-14ff-4be3-8a22-840de82b25ea.jpg,glass,yes,Counter({'yes': 3}),"Counter({'glass': 2, 'other': 1})",ACCEPT,good job
00022bd050--63775be6bdfa5861cdf6b263,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.cd5f1142-ecaf-4db2-b2e4-ae052bc19766.jpg,knife,yes,Counter({'yes': 3}),Counter({'knife': 3}),ACCEPT,good job
00022bd050--63775be9b1ad940367f90546,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.42a2d398-9d6b-4229-8bbd-f63382414d72.jpg,cup,yes,Counter({'yes': 3}),"Counter({'cup': 2, 'glass': 1})",ACCEPT,good job
00022bd050--63775bead3a4cf610195c794,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.4832c035-61cf-4921-abf5-e54687f820d1.jpg,cup,yes,Counter({'yes': 3}),Counter({'cup': 3}),ACCEPT,good job
00022bd050--63775bec2e3a4b54f6121e06,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.fe754244-59b0-433f-8ef7-675894cb9b92.jpg,cup,yes,Counter({'yes': 3}),Counter({'cup': 3}),ACCEPT,good job
00022bd050--63775becee7d356a0871017e,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.05c3c100-3d09-4acd-bd9a-4928f39ef304.jpg,cup,yes,Counter({'yes': 3}),"Counter({'cup': 2, 'glass': 1})",ACCEPT,good job
00022bd050--63775bf0b04cf443264646b3,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.a7d0c05f-d710-47c5-af12-adda228585ac.jpg,fork,yes,Counter({'yes': 3}),Counter({'fork': 3}),ACCEPT,good job
00022bd050--63775bf73501693ae65d791f,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.ca50a067-69c8-4ba1-af89-edc93ff0c015.jpg,fork,yes,Counter({'yes': 3}),Counter({'fork': 3}),ACCEPT,good job
00022bd050--63775bf75a4d4b776b180318,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.ddc051db-5b8c-4438-a102-b9280083155e.jpg,cup,yes,Counter({'yes': 3}),Counter({'cup': 3}),ACCEPT,good job
00022bd050--63775bf77adbfb533ed4de58,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.1ee92fd6-e00d-4272-9845-f41624175a05.jpg,fork,yes,Counter({'yes': 3}),Counter({'fork': 3}),ACCEPT,good job
00022bd050--63775bf96b2d840c16efe3ab,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.ad782fa0-27b8-4b69-a1a4-8da70089bc57.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775bfa3501693ae65d7930,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.cf40f3de-e661-4d32-9228-51a13fc2cc0d.jpg,fork,yes,Counter({'yes': 3}),Counter({'fork': 3}),ACCEPT,good job
00022bd050--63775bfcc9e3e243ce8df557,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.af9bd832-09b5-4e84-8414-583a5a1ee3bb.jpg,glass,yes,"Counter({'yes': 2, 'other': 1})",Counter({'glass': 3}),ACCEPT,good job
00022bd050--63775bfd8cae8c05c8202ae5,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.ac811d9e-6f31-4ee7-8d44-8b8af2e10249.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775bfeea9fec14e3811f0a,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.c7c00c9a-5476-44a2-acbf-302ee8d3c7a6.jpg,plate,yes,Counter({'yes': 3}),Counter({'plate': 3}),ACCEPT,good job
00022bd050--63775c008ab0c64deb6c76e0,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.910b0fec-4300-4021-ad38-cbb858c0a9cb.jpg,knife,yes,Counter({'yes': 3}),Counter({'knife': 3}),ACCEPT,good job
00022bd050--63775c01f63f45448524f091,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.0ce67bf2-2466-45f7-b8bd-3dfd9b074c07.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775c03b1ad940367f90706,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.6832f45b-1fc1-4738-a3c4-4d32d850e915.jpg,knife,yes,Counter({'yes': 3}),Counter({'knife': 3}),ACCEPT,good job
00022bd050--63775c0d7545ab02b6871ae3,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.3d709d99-7f68-41b4-8ed0-6f3e84e48654.jpg,glass,yes,Counter({'yes': 3}),Counter({'glass': 3}),ACCEPT,good job
00022bd050--63775c0d8408eb4b99a01f72,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.aaee9d8b-3927-4c0a-a926-e1de79a851c3.jpg,knife,yes,Counter({'yes': 3}),Counter({'knife': 3}),ACCEPT,good job
00022bd050--63775c11c9e3e243ce8df651,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.59ce841d-d170-4663-a760-3c8855d6e2bd.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775c139717e270005b3a1d,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.dd0f2c27-b8a0-4333-9f4b-954f566ff017.jpg,spoon,yes,Counter({'yes': 3}),Counter({'spoon': 3}),ACCEPT,good job
00022bd050--63775c1638b93276f2ecc921,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.4855a12f-94ca-4d83-8334-245a6648bfbc.jpg,knife,yes,Counter({'yes': 3}),Counter({'knife': 3}),ACCEPT,good job
00022bd050--63775c16d3c878690bd034ea,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.fcb994ee-c540-4115-b125-44e051967d7e.jpg,cup,yes,Counter({'yes': 3}),Counter({'cup': 3}),ACCEPT,good job
00022bd050--63775c188d6def0568ddbc93,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.9b366b05-47e4-4d28-b064-aac3081ab4b8.jpg,glass,yes,Counter({'yes': 3}),Counter({'glass': 3}),ACCEPT,good job
00022bd050--63775c1bbd8f2378d34c5855,1.0,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.619eb5b0-eeb8-4ef9-9774-b12497b3c69a.jpg,fork,yes,Counter({'yes': 3}),Counter({'fork': 3}),ACCEPT,good job
00022bd050--63775c1d7798532317c1d92b,0.6666666666666666,https://toloka-kitchenware.s3.eu-west-1.amazonaws.com/36425808/thumbnails/eu.30b29ea3-c840-4e63-acbe-d0ff89d05bfd.jpg,cup,yes,"Counter({'yes': 2, 'other': 1})","Counter({'cup': 2, 'other': 1})",ACCEPT,good job
